phi_men,phi_women
"(0.0, 0.0)",20
"(0.1, 0.0)",20
"(0.2, 0.0)",20
"(0.3, 0.0)",20
"(0.4, 0.0)",20
"(0.5, 0.0)",20
"(0.6, 0.0)",20
"(0.7, 0.0)",20
"(0.8, 0.0)",20
"(0.9, 0.0)",20
"(1.0, 0.0)",20
"(0.0, 0.1)",20
"(0.1, 0.1)",19.952
"(0.2, 0.1)",19.944
"(0.3, 0.1)",19.854
"(0.4, 0.1)",19.834
"(0.5, 0.1)",19.726
"(0.6, 0.1)",19.612
"(0.7, 0.1)",19.492
"(0.8, 0.1)",19.368
"(0.9, 0.1)",19.312
"(1.0, 0.1)",19.264
"(0.0, 0.2)",20
"(0.1, 0.2)",19.958
"(0.2, 0.2)",19.846
"(0.3, 0.2)",19.74
"(0.4, 0.2)",19.602
"(0.5, 0.2)",19.378
"(0.6, 0.2)",19.188
"(0.7, 0.2)",18.992
"(0.8, 0.2)",18.77
"(0.9, 0.2)",18.654
"(1.0, 0.2)",18.646
"(0.0, 0.3)",20
"(0.1, 0.3)",19.906
"(0.2, 0.3)",19.744
"(0.3, 0.3)",19.524
"(0.4, 0.3)",19.354
"(0.5, 0.3)",19.064
"(0.6, 0.3)",18.722
"(0.7, 0.3)",18.404
"(0.8, 0.3)",18.152
"(0.9, 0.3)",17.918
"(1.0, 0.3)",17.818
"(0.0, 0.4)",20
"(0.1, 0.4)",19.812
"(0.2, 0.4)",19.622
"(0.3, 0.4)",19.38
"(0.4, 0.4)",18.922
"(0.5, 0.4)",18.622
"(0.6, 0.4)",18.228
"(0.7, 0.4)",17.792
"(0.8, 0.4)",17.33
"(0.9, 0.4)",16.98
"(1.0, 0.4)",16.928
"(0.0, 0.5)",20
"(0.1, 0.5)",19.718
"(0.2, 0.5)",19.422
"(0.3, 0.5)",19.028
"(0.4, 0.5)",18.606
"(0.5, 0.5)",18.146
"(0.6, 0.5)",17.482
"(0.7, 0.5)",16.884
"(0.8, 0.5)",16.432
"(0.9, 0.5)",15.986
"(1.0, 0.5)",15.83
"(0.0, 0.6)",20
"(0.1, 0.6)",19.586
"(0.2, 0.6)",19.186
"(0.3, 0.6)",18.718
"(0.4, 0.6)",18.226
"(0.5, 0.6)",17.598
"(0.6, 0.6)",16.92
"(0.7, 0.6)",15.942
"(0.8, 0.6)",15.144
"(0.9, 0.6)",14.55
"(1.0, 0.6)",14.252
"(0.0, 0.7)",20
"(0.1, 0.7)",19.51
"(0.2, 0.7)",18.95
"(0.3, 0.7)",18.418
"(0.4, 0.7)",17.69
"(0.5, 0.7)",16.994
"(0.6, 0.7)",15.98
"(0.7, 0.7)",15.016
"(0.8, 0.7)",13.758
"(0.9, 0.7)",12.88
"(1.0, 0.7)",12.64
"(0.0, 0.8)",20
"(0.1, 0.8)",19.386
"(0.2, 0.8)",18.79
"(0.3, 0.8)",18.144
"(0.4, 0.8)",17.36
"(0.5, 0.8)",16.25
"(0.6, 0.8)",15.098
"(0.7, 0.8)",13.718
"(0.8, 0.8)",12.24
"(0.9, 0.8)",11.146
"(1.0, 0.8)",10.826
"(0.0, 0.9)",20
"(0.1, 0.9)",19.318
"(0.2, 0.9)",18.634
"(0.3, 0.9)",17.886
"(0.4, 0.9)",17.122
"(0.5, 0.9)",15.964
"(0.6, 0.9)",14.478
"(0.7, 0.9)",12.868
"(0.8, 0.9)",11.038
"(0.9, 0.9)",9.832
"(1.0, 0.9)",9.122
"(0.0, 1.0)",20
"(0.1, 1.0)",19.358
"(0.2, 1.0)",18.58
"(0.3, 1.0)",17.79
"(0.4, 1.0)",16.998
"(0.5, 1.0)",15.804
"(0.6, 1.0)",14.486
"(0.7, 1.0)",12.556
"(0.8, 1.0)",10.758
"(0.9, 1.0)",9.292
"(1.0, 1.0)",8.724
