phi_men,phi_women
"(0.0, 0.0)",65
"(0.1, 0.0)",64.184
"(0.2, 0.0)",63.171
"(0.3, 0.0)",62.124
"(0.4, 0.0)",60.99
"(0.5, 0.0)",59.8
"(0.6, 0.0)",58.558
"(0.7, 0.0)",57.273
"(0.8, 0.0)",56.491
"(0.9, 0.0)",55.985
"(1.0, 0.0)",55.744
"(0.0, 0.1)",65
"(0.1, 0.1)",64.202
"(0.2, 0.1)",63.295
"(0.3, 0.1)",62.181
"(0.4, 0.1)",61.05
"(0.5, 0.1)",59.787
"(0.6, 0.1)",58.308
"(0.7, 0.1)",57.078
"(0.8, 0.1)",55.969
"(0.9, 0.1)",55.365
"(1.0, 0.1)",55.112
"(0.0, 0.2)",65
"(0.1, 0.2)",64.249
"(0.2, 0.2)",63.302
"(0.3, 0.2)",62.349
"(0.4, 0.2)",60.977
"(0.5, 0.2)",59.668
"(0.6, 0.2)",58.236
"(0.7, 0.2)",56.836
"(0.8, 0.2)",55.617
"(0.9, 0.2)",54.833
"(1.0, 0.2)",54.561
"(0.0, 0.3)",65
"(0.1, 0.3)",64.316
"(0.2, 0.3)",63.525
"(0.3, 0.3)",62.456
"(0.4, 0.3)",61.143
"(0.5, 0.3)",59.624
"(0.6, 0.3)",58.131
"(0.7, 0.3)",56.448
"(0.8, 0.3)",55.115
"(0.9, 0.3)",54.343
"(1.0, 0.3)",53.896
"(0.0, 0.4)",65
"(0.1, 0.4)",64.43
"(0.2, 0.4)",63.666
"(0.3, 0.4)",62.657
"(0.4, 0.4)",61.398
"(0.5, 0.4)",59.858
"(0.6, 0.4)",58.163
"(0.7, 0.4)",56.085
"(0.8, 0.4)",54.561
"(0.9, 0.4)",53.504
"(1.0, 0.4)",53.061
"(0.0, 0.5)",65
"(0.1, 0.5)",64.549
"(0.2, 0.5)",63.938
"(0.3, 0.5)",62.795
"(0.4, 0.5)",61.631
"(0.5, 0.5)",59.844
"(0.6, 0.5)",57.93
"(0.7, 0.5)",55.908
"(0.8, 0.5)",54.175
"(0.9, 0.5)",52.862
"(1.0, 0.5)",52.378
"(0.0, 0.6)",65
"(0.1, 0.6)",64.628
"(0.2, 0.6)",64.011
"(0.3, 0.6)",63.202
"(0.4, 0.6)",61.757
"(0.5, 0.6)",60.207
"(0.6, 0.6)",58.321
"(0.7, 0.6)",55.676
"(0.8, 0.6)",53.214
"(0.9, 0.6)",51.666
"(1.0, 0.6)",51.184
"(0.0, 0.7)",65
"(0.1, 0.7)",64.746
"(0.2, 0.7)",64.233
"(0.3, 0.7)",63.425
"(0.4, 0.7)",62.234
"(0.5, 0.7)",60.496
"(0.6, 0.7)",58.328
"(0.7, 0.7)",55.844
"(0.8, 0.7)",53.012
"(0.9, 0.7)",50.937
"(1.0, 0.7)",50.121
"(0.0, 0.8)",65
"(0.1, 0.8)",64.744
"(0.2, 0.8)",64.47
"(0.3, 0.8)",63.743
"(0.4, 0.8)",62.699
"(0.5, 0.8)",61.057
"(0.6, 0.8)",58.658
"(0.7, 0.8)",55.707
"(0.8, 0.8)",52.614
"(0.9, 0.8)",50.292
"(1.0, 0.8)",49.142
"(0.0, 0.9)",65
"(0.1, 0.9)",64.847
"(0.2, 0.9)",64.478
"(0.3, 0.9)",63.801
"(0.4, 0.9)",62.806
"(0.5, 0.9)",61.381
"(0.6, 0.9)",59.094
"(0.7, 0.9)",56.161
"(0.8, 0.9)",52.61
"(0.9, 0.9)",49.657
"(1.0, 0.9)",48.72
"(0.0, 1.0)",65
"(0.1, 1.0)",64.889
"(0.2, 1.0)",64.529
"(0.3, 1.0)",64.012
"(0.4, 1.0)",62.876
"(0.5, 1.0)",61.216
"(0.6, 1.0)",59.167
"(0.7, 1.0)",56.217
"(0.8, 1.0)",52.822
"(0.9, 1.0)",49.443
"(1.0, 1.0)",48.593
